1542135330.62019 | #LOG_START           | ===
1542136166.40529 | COOLANT_TEMP         | 67 degC
1542136166.62857 | INTAKE_PRESSURE      | 36 kilopascal
1542136166.85161 | RPM                  | 923.0 revolutions_per_minute
1542136167.07549 | SPEED                | 12 kph
1542136167.30103 | INTAKE_TEMP          | 32 degC
1542136167.30244 | #FRAME_END           | ---
1542136167.80357 | #FRAME_START         | ---
1542136167.83100 | ELM_VOLTAGE          | N/V
1542136168.04506 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136168.26053 | COOLANT_TEMP         | 67 degC
1542136168.48337 | INTAKE_PRESSURE      | 37 kilopascal
1542136168.70674 | RPM                  | 834.0 revolutions_per_minute
1542136168.91465 | SPEED                | 6 kph
1542136169.14025 | INTAKE_TEMP          | 32 degC
1542136169.14157 | #FRAME_END           | ---
1542136169.64268 | #FRAME_START         | ---
1542136169.67095 | ELM_VOLTAGE          | N/V
1542136169.90090 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136170.11589 | COOLANT_TEMP         | 67 degC
1542136170.33911 | INTAKE_PRESSURE      | 40 kilopascal
1542136170.56267 | RPM                  | 765.0 revolutions_per_minute
1542136170.78633 | SPEED                | 2 kph
1542136170.99774 | INTAKE_TEMP          | 32 degC
1542136170.99906 | #FRAME_END           | ---
1542136171.50034 | #FRAME_START         | ---
1542136171.53095 | ELM_VOLTAGE          | N/V
1542136171.75642 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136171.97175 | COOLANT_TEMP         | 67 degC
1542136172.19494 | INTAKE_PRESSURE      | 40 kilopascal
1542136172.41826 | RPM                  | 744.0 revolutions_per_minute
1542136172.64215 | SPEED                | 0 kph
1542136172.85150 | INTAKE_TEMP          | 32 degC
1542136172.85281 | #FRAME_END           | ---
1542136173.35405 | #FRAME_START         | ---
1542136173.38092 | ELM_VOLTAGE          | N/V
1542136173.59616 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136173.81134 | COOLANT_TEMP         | 67 degC
1542136174.03460 | INTAKE_PRESSURE      | 38 kilopascal
1542136174.25783 | RPM                  | 730.0 revolutions_per_minute
1542136174.48168 | SPEED                | 0 kph
1542136174.70708 | INTAKE_TEMP          | 32 degC
1542136174.70841 | #FRAME_END           | ---
1542136175.20953 | #FRAME_START         | ---
1542136175.24105 | ELM_VOLTAGE          | N/V
1542136175.46782 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136175.68355 | COOLANT_TEMP         | 68 degC
1542136175.90667 | INTAKE_PRESSURE      | 58 kilopascal
1542136176.13004 | RPM                  | 794.0 revolutions_per_minute
1542136176.35404 | SPEED                | 0 kph
1542136176.57938 | INTAKE_TEMP          | 32 degC
1542136176.58088 | #FRAME_END           | ---
1542136177.08443 | #FRAME_START         | ---
1542136177.12100 | ELM_VOLTAGE          | N/V
1542136177.33983 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136177.55727 | COOLANT_TEMP         | 68 degC
1542136177.77847 | INTAKE_PRESSURE      | 49 kilopascal
1542136178.00200 | RPM                  | 782.0 revolutions_per_minute
1542136178.22561 | SPEED                | 2 kph
1542136178.45132 | INTAKE_TEMP          | 32 degC
1542136178.45268 | #FRAME_END           | ---
1542136178.95381 | #FRAME_START         | ---
1542136178.98098 | ELM_VOLTAGE          | N/V
1542136179.21150 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136179.42730 | COOLANT_TEMP         | 68 degC
1542136179.65017 | INTAKE_PRESSURE      | 46 kilopascal
1542136179.87367 | RPM                  | 732.0 revolutions_per_minute
1542136180.09724 | SPEED                | 0 kph
1542136180.32277 | INTAKE_TEMP          | 32 degC
1542136180.32414 | #FRAME_END           | ---
1542136180.82533 | #FRAME_START         | ---
1542136180.85103 | ELM_VOLTAGE          | N/V
1542136181.06705 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136181.28265 | COOLANT_TEMP         | 68 degC
1542136181.50574 | INTAKE_PRESSURE      | 52 kilopascal
1542136181.72899 | RPM                  | 586.0 revolutions_per_minute
1542136181.95326 | SPEED                | 1 kph
1542136182.16245 | INTAKE_TEMP          | 32 degC
1542136182.16383 | #FRAME_END           | ---
1542136182.66503 | #FRAME_START         | ---
1542136182.69099 | ELM_VOLTAGE          | N/V
1542136182.90671 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136183.12312 | COOLANT_TEMP         | 68 degC
1542136183.34564 | INTAKE_PRESSURE      | 59 kilopascal
1542136183.56884 | RPM                  | 695.0 revolutions_per_minute
1542136183.79285 | SPEED                | 5 kph
1542136184.01757 | INTAKE_TEMP          | 32 degC
1542136184.01888 | #FRAME_END           | ---
1542136184.52002 | #FRAME_START         | ---
1542136184.55111 | ELM_VOLTAGE          | N/V
1542136184.76236 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136184.97736 | COOLANT_TEMP         | 68 degC
1542136185.20061 | INTAKE_PRESSURE      | 34 kilopascal
1542136185.42395 | RPM                  | 846.0 revolutions_per_minute
1542136185.63186 | SPEED                | 3 kph
1542136185.85728 | INTAKE_TEMP          | 32 degC
1542136185.85859 | #FRAME_END           | ---
1542136186.35970 | #FRAME_START         | ---
1542136186.39195 | ELM_VOLTAGE          | N/V
1542136186.60210 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136186.81705 | COOLANT_TEMP         | 68 degC
1542136187.04027 | INTAKE_PRESSURE      | 42 kilopascal
1542136187.26379 | RPM                  | 615.0 revolutions_per_minute
1542136187.48757 | SPEED                | 3 kph
1542136187.71301 | INTAKE_TEMP          | 32 degC
1542136187.71433 | #FRAME_END           | ---
1542136188.21786 | #FRAME_START         | ---
1542136188.25098 | ELM_VOLTAGE          | N/V
1542136188.47367 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136188.68886 | COOLANT_TEMP         | 68 degC
1542136188.91217 | INTAKE_PRESSURE      | 56 kilopascal
1542136189.13662 | RPM                  | 904.0 revolutions_per_minute
1542136189.35927 | SPEED                | 7 kph
1542136189.58475 | INTAKE_TEMP          | 32 degC
1542136189.58606 | #FRAME_END           | ---
1542136190.08721 | #FRAME_START         | ---
1542136190.11111 | ELM_VOLTAGE          | N/V
1542136190.32933 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136190.54453 | COOLANT_TEMP         | 69 degC
1542136190.76753 | INTAKE_PRESSURE      | 40 kilopascal
1542136190.99104 | RPM                  | 1099.0 revolutions_per_minute
1542136191.21488 | SPEED                | 8 kph
1542136191.44038 | INTAKE_TEMP          | 32 degC
1542136191.44171 | #FRAME_END           | ---
1542136191.94284 | #FRAME_START         | ---
1542136191.97094 | ELM_VOLTAGE          | N/V
1542136192.20132 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136192.41677 | COOLANT_TEMP         | 69 degC
1542136192.63998 | INTAKE_PRESSURE      | 32 kilopascal
1542136192.86315 | RPM                  | 824.0 revolutions_per_minute
1542136193.08702 | SPEED                | 7 kph
1542136193.31261 | INTAKE_TEMP          | 32 degC
1542136193.31399 | #FRAME_END           | ---
1542136193.82002 | #FRAME_START         | ---
1542136193.86114 | ELM_VOLTAGE          | N/V
1542136194.07298 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136194.29119 | COOLANT_TEMP         | 69 degC
1542136194.51166 | INTAKE_PRESSURE      | 39 kilopascal
1542136194.73489 | RPM                  | 758.0 revolutions_per_minute
1542136194.95875 | SPEED                | 5 kph
1542136195.18429 | INTAKE_TEMP          | 32 degC
1542136195.18564 | #FRAME_END           | ---
1542136195.68678 | #FRAME_START         | ---
1542136195.71101 | ELM_VOLTAGE          | N/V
1542136195.92855 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136196.14411 | COOLANT_TEMP         | 69 degC
1542136196.36718 | INTAKE_PRESSURE      | 39 kilopascal
1542136196.59056 | RPM                  | 725.0 revolutions_per_minute
1542136196.81463 | SPEED                | 3 kph
1542136197.04011 | INTAKE_TEMP          | 32 degC
1542136197.04153 | #FRAME_END           | ---
1542136197.54266 | #FRAME_START         | ---
1542136197.57096 | ELM_VOLTAGE          | N/V
1542136197.78420 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136197.99990 | COOLANT_TEMP         | 69 degC
1542136198.22302 | INTAKE_PRESSURE      | 38 kilopascal
1542136198.46218 | RPM                  | 717.0 revolutions_per_minute
1542136198.68610 | SPEED                | 1 kph
1542136198.91183 | INTAKE_TEMP          | 32 degC
1542136198.91321 | #FRAME_END           | ---
1542136199.41794 | #FRAME_START         | ---
1542136199.46098 | ELM_VOLTAGE          | N/V
1542136199.68784 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136199.90350 | COOLANT_TEMP         | 69 degC
1542136200.12673 | INTAKE_PRESSURE      | 38 kilopascal
1542136200.36546 | RPM                  | 717.0 revolutions_per_minute
1542136200.58937 | SPEED                | 0 kph
1542136200.81468 | INTAKE_TEMP          | 32 degC
1542136200.81599 | #FRAME_END           | ---
1542136201.31723 | #FRAME_START         | ---
1542136201.34100 | ELM_VOLTAGE          | N/V
1542136201.55939 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136201.77460 | COOLANT_TEMP         | 69 degC
1542136201.99760 | INTAKE_PRESSURE      | 38 kilopascal
1542136202.22112 | RPM                  | 712.0 revolutions_per_minute
1542136202.44496 | SPEED                | 0 kph
1542136202.67051 | INTAKE_TEMP          | 32 degC
1542136202.67182 | #FRAME_END           | ---
1542136203.17295 | #FRAME_START         | ---
1542136203.20094 | ELM_VOLTAGE          | N/V
1542136203.43127 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136203.64637 | COOLANT_TEMP         | 69 degC
1542136203.86935 | INTAKE_PRESSURE      | 37 kilopascal
1542136204.09276 | RPM                  | 707.0 revolutions_per_minute
1542136204.31655 | SPEED                | 0 kph
1542136204.54214 | INTAKE_TEMP          | 32 degC
1542136204.54346 | #FRAME_END           | ---
1542136205.04898 | #FRAME_START         | ---
1542136205.09111 | ELM_VOLTAGE          | N/V
1542136205.30290 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136205.51790 | COOLANT_TEMP         | 69 degC
1542136205.74251 | INTAKE_PRESSURE      | 38 kilopascal
1542136205.96454 | RPM                  | 716.0 revolutions_per_minute
1542136206.18853 | SPEED                | 0 kph
1542136206.41379 | INTAKE_TEMP          | 32 degC
1542136206.41510 | #FRAME_END           | ---
1542136206.91623 | #FRAME_START         | ---
1542136206.94094 | ELM_VOLTAGE          | N/V
1542136207.15848 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136207.37413 | COOLANT_TEMP         | 69 degC
1542136207.59679 | INTAKE_PRESSURE      | 38 kilopascal
1542136207.82008 | RPM                  | 705.0 revolutions_per_minute
1542136208.02801 | SPEED                | 0 kph
1542136208.25347 | INTAKE_TEMP          | 32 degC
1542136208.25478 | #FRAME_END           | ---
1542136208.75590 | #FRAME_START         | ---
1542136208.78104 | ELM_VOLTAGE          | N/V
1542136208.99833 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136209.21392 | COOLANT_TEMP         | 69 degC
1542136209.43698 | INTAKE_PRESSURE      | 38 kilopascal
1542136209.66033 | RPM                  | 719.0 revolutions_per_minute
1542136209.88420 | SPEED                | 0 kph
1542136210.10978 | INTAKE_TEMP          | 32 degC
1542136210.11116 | #FRAME_END           | ---
1542136210.61238 | #FRAME_START         | ---
1542136210.64101 | ELM_VOLTAGE          | N/V
1542136210.87010 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136211.08554 | COOLANT_TEMP         | 69 degC
1542136211.30881 | INTAKE_PRESSURE      | 38 kilopascal
1542136211.54793 | RPM                  | 721.0 revolutions_per_minute
1542136211.77189 | SPEED                | 0 kph
1542136211.99745 | INTAKE_TEMP          | 32 degC
1542136211.99883 | #FRAME_END           | ---
1542136212.50001 | #FRAME_START         | ---
1542136212.53095 | ELM_VOLTAGE          | N/V
1542136212.75769 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136212.97323 | COOLANT_TEMP         | 69 degC
1542136213.19657 | INTAKE_PRESSURE      | 38 kilopascal
1542136213.41977 | RPM                  | 721.0 revolutions_per_minute
1542136213.64357 | SPEED                | 0 kph
1542136213.86904 | INTAKE_TEMP          | 32 degC
1542136213.87057 | #FRAME_END           | ---
1542136214.37169 | #FRAME_START         | ---
1542136214.40114 | ELM_VOLTAGE          | N/V
1542136214.61354 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136214.84399 | COOLANT_TEMP         | 69 degC
1542136215.06804 | INTAKE_PRESSURE      | 38 kilopascal
1542136215.29157 | RPM                  | 719.0 revolutions_per_minute
1542136215.51524 | SPEED                | 0 kph
1542136215.72481 | INTAKE_TEMP          | 32 degC
1542136215.72618 | #FRAME_END           | ---
1542136216.23191 | #FRAME_START         | ---
1542136216.27097 | ELM_VOLTAGE          | N/V
1542136216.48502 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136216.71603 | COOLANT_TEMP         | 70 degC
1542136216.94026 | INTAKE_PRESSURE      | 38 kilopascal
1542136217.16281 | RPM                  | 705.0 revolutions_per_minute
1542136217.38654 | SPEED                | 0 kph
1542136217.61185 | INTAKE_TEMP          | 32 degC
1542136217.61316 | #FRAME_END           | ---
1542136218.11428 | #FRAME_START         | ---
1542136218.14095 | ELM_VOLTAGE          | N/V
1542136218.37180 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136218.58771 | COOLANT_TEMP         | 69 degC
1542136218.81089 | INTAKE_PRESSURE      | 39 kilopascal
1542136219.03427 | RPM                  | 721.0 revolutions_per_minute
1542136219.25805 | SPEED                | 0 kph
1542136219.48346 | INTAKE_TEMP          | 32 degC
1542136219.48477 | #FRAME_END           | ---
1542136219.98590 | #FRAME_START         | ---
1542136220.01097 | ELM_VOLTAGE          | N/V
1542136220.22820 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136220.44358 | COOLANT_TEMP         | 70 degC
1542136220.66661 | INTAKE_PRESSURE      | 39 kilopascal
1542136220.88994 | RPM                  | 709.0 revolutions_per_minute
1542136221.11376 | SPEED                | 0 kph
1542136221.33922 | INTAKE_TEMP          | 33 degC
1542136221.34068 | #FRAME_END           | ---
1542136221.84481 | #FRAME_START         | ---
1542136221.88096 | ELM_VOLTAGE          | N/V
1542136222.10006 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136222.31505 | COOLANT_TEMP         | 70 degC
1542136222.53915 | INTAKE_PRESSURE      | 39 kilopascal
1542136222.77734 | RPM                  | 716.0 revolutions_per_minute
1542136223.00150 | SPEED                | 0 kph
1542136223.22685 | INTAKE_TEMP          | 33 degC
1542136223.22815 | #FRAME_END           | ---
1542136223.72930 | #FRAME_START         | ---
1542136223.76090 | ELM_VOLTAGE          | N/V
1542136223.98752 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136224.20277 | COOLANT_TEMP         | 70 degC
1542136224.42594 | INTAKE_PRESSURE      | 39 kilopascal
1542136224.66527 | RPM                  | 710.0 revolutions_per_minute
1542136224.88975 | SPEED                | 0 kph
1542136225.11522 | INTAKE_TEMP          | 33 degC
1542136225.11941 | #FRAME_END           | ---
1542136225.62067 | #FRAME_START         | ---
1542136225.66102 | ELM_VOLTAGE          | N/V
1542136225.89158 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136226.10699 | COOLANT_TEMP         | 70 degC
1542136226.33039 | INTAKE_PRESSURE      | 38 kilopascal
1542136226.56938 | RPM                  | 713.0 revolutions_per_minute
1542136226.79328 | SPEED                | 0 kph
1542136227.01885 | INTAKE_TEMP          | 33 degC
1542136227.02040 | #FRAME_END           | ---
1542136227.52156 | #FRAME_START         | ---
1542136227.55113 | ELM_VOLTAGE          | N/V
1542136227.77911 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136227.99469 | COOLANT_TEMP         | 70 degC
1542136228.21883 | INTAKE_PRESSURE      | 38 kilopascal
1542136228.45706 | RPM                  | 706.0 revolutions_per_minute
1542136228.68675 | SPEED                | 0 kph
1542136228.90650 | INTAKE_TEMP          | 33 degC
1542136228.90787 | #FRAME_END           | ---
1542136229.40904 | #FRAME_START         | ---
1542136229.44109 | ELM_VOLTAGE          | N/V
1542136229.66683 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136229.89851 | COOLANT_TEMP         | 70 degC
1542136230.12150 | INTAKE_PRESSURE      | 50 kilopascal
1542136230.34482 | RPM                  | 686.0 revolutions_per_minute
1542136230.56872 | SPEED                | 0 kph
1542136230.79419 | INTAKE_TEMP          | 33 degC
1542136230.79561 | #FRAME_END           | ---
1542136231.29683 | #FRAME_START         | ---
1542136231.32097 | ELM_VOLTAGE          | N/V
1542136231.53848 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136231.75405 | COOLANT_TEMP         | 70 degC
1542136231.97713 | INTAKE_PRESSURE      | 56 kilopascal
1542136232.20068 | RPM                  | 1221.0 revolutions_per_minute
1542136232.42432 | SPEED                | 4 kph
1542136232.65013 | INTAKE_TEMP          | 33 degC
1542136232.65154 | #FRAME_END           | ---
1542136233.15612 | #FRAME_START         | ---
1542136233.19094 | ELM_VOLTAGE          | N/V
1542136233.41009 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136233.64118 | COOLANT_TEMP         | 70 degC
1542136233.86521 | INTAKE_PRESSURE      | 40 kilopascal
1542136234.08780 | RPM                  | 784.0 revolutions_per_minute
1542136234.32007 | SPEED                | 2 kph
1542136234.53699 | INTAKE_TEMP          | 33 degC
1542136234.53831 | #FRAME_END           | ---
1542136235.03941 | #FRAME_START         | ---
1542136235.07108 | ELM_VOLTAGE          | N/V
1542136235.29767 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136235.52884 | COOLANT_TEMP         | 70 degC
1542136235.75217 | INTAKE_PRESSURE      | 41 kilopascal
1542136235.99153 | RPM                  | 739.0 revolutions_per_minute
1542136236.21527 | SPEED                | 0 kph
1542136236.44075 | INTAKE_TEMP          | 33 degC
1542136236.44207 | #FRAME_END           | ---
1542136236.94317 | #FRAME_START         | ---
1542136236.97096 | ELM_VOLTAGE          | N/V
1542136237.18536 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136237.40061 | COOLANT_TEMP         | 70 degC
1542136237.62375 | INTAKE_PRESSURE      | 40 kilopascal
1542136237.84697 | RPM                  | 725.0 revolutions_per_minute
1542136238.07099 | SPEED                | 0 kph
1542136238.28048 | INTAKE_TEMP          | 33 degC
1542136238.28181 | #FRAME_END           | ---
1542136238.78624 | #FRAME_START         | ---
1542136238.83021 | ELM_VOLTAGE          | N/V
1542136239.05697 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136239.27222 | COOLANT_TEMP         | 70 degC
1542136239.49706 | INTAKE_PRESSURE      | 39 kilopascal
1542136239.73474 | RPM                  | 715.0 revolutions_per_minute
1542136239.95923 | SPEED                | 0 kph
1542136240.19935 | INTAKE_TEMP          | 33 degC
1542136240.20081 | #FRAME_END           | ---
1542136240.70192 | #FRAME_START         | ---
1542136240.73089 | ELM_VOLTAGE          | N/V
1542136240.96078 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136241.17648 | COOLANT_TEMP         | 70 degC
1542136241.39956 | INTAKE_PRESSURE      | 39 kilopascal
1542136241.62293 | RPM                  | 719.0 revolutions_per_minute
1542136241.84677 | SPEED                | 0 kph
1542136242.07242 | INTAKE_TEMP          | 33 degC
1542136242.07380 | #FRAME_END           | ---
1542136242.57494 | #FRAME_START         | ---
1542136242.60097 | ELM_VOLTAGE          | N/V
1542136242.83267 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136243.06328 | COOLANT_TEMP         | 70 degC
1542136243.28720 | INTAKE_PRESSURE      | 39 kilopascal
1542136243.51073 | RPM                  | 710.0 revolutions_per_minute
1542136243.73451 | SPEED                | 0 kph
1542136243.96081 | INTAKE_TEMP          | 33 degC
1542136243.96219 | #FRAME_END           | ---
1542136244.82192 | #FRAME_START         | ---
1542136244.86112 | ELM_VOLTAGE          | N/V
1542136245.08905 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136245.32013 | COOLANT_TEMP         | 70 degC
1542136245.54292 | INTAKE_PRESSURE      | 40 kilopascal
1542136245.78219 | RPM                  | 769.0 revolutions_per_minute
1542136246.00616 | SPEED                | 0 kph
1542136246.23162 | INTAKE_TEMP          | 33 degC
1542136246.23299 | #FRAME_END           | ---
1542136246.73427 | #FRAME_START         | ---
1542136246.76096 | ELM_VOLTAGE          | N/V
1542136246.97593 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136247.20743 | COOLANT_TEMP         | 70 degC
1542136247.43078 | INTAKE_PRESSURE      | 77 kilopascal
1542136247.67006 | RPM                  | 660.0 revolutions_per_minute
1542136247.89379 | SPEED                | 3 kph
1542136248.11928 | INTAKE_TEMP          | 34 degC
1542136248.12082 | #FRAME_END           | ---
1542136248.62193 | #FRAME_START         | ---
1542136248.65096 | ELM_VOLTAGE          | N/V
1542136248.87955 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136249.09511 | COOLANT_TEMP         | 70 degC
1542136249.31872 | INTAKE_PRESSURE      | 47 kilopascal
1542136249.54120 | RPM                  | 1093.0 revolutions_per_minute
1542136249.76499 | SPEED                | 9 kph
1542136249.99050 | INTAKE_TEMP          | 33 degC
1542136249.99183 | #FRAME_END           | ---
1542136250.49298 | #FRAME_START         | ---
1542136250.52095 | ELM_VOLTAGE          | N/V
1542136250.73507 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136250.95037 | COOLANT_TEMP         | 70 degC
1542136251.17357 | INTAKE_PRESSURE      | 49 kilopascal
1542136251.39671 | RPM                  | 1592.0 revolutions_per_minute
1542136251.62085 | SPEED                | 12 kph
1542136251.84613 | INTAKE_TEMP          | 33 degC
1542136251.84744 | #FRAME_END           | ---
1542136252.34856 | #FRAME_START         | ---
1542136252.38091 | ELM_VOLTAGE          | N/V
1542136252.59086 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136252.80594 | COOLANT_TEMP         | 70 degC
1542136253.01310 | INTAKE_PRESSURE      | 48 kilopascal
1542136253.25237 | RPM                  | 1992.0 revolutions_per_minute
1542136253.47629 | SPEED                | 16 kph
1542136253.68576 | INTAKE_TEMP          | 34 degC
1542136253.68707 | #FRAME_END           | ---
1542136254.18820 | #FRAME_START         | ---
1542136254.22100 | ELM_VOLTAGE          | N/V
1542136254.44631 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136254.66154 | COOLANT_TEMP         | 70 degC
1542136254.88487 | INTAKE_PRESSURE      | 41 kilopascal
1542136255.10805 | RPM                  | 1208.0 revolutions_per_minute
1542136255.33196 | SPEED                | 16 kph
1542136255.54167 | INTAKE_TEMP          | 34 degC
1542136255.54298 | #FRAME_END           | ---
1542136256.04898 | #FRAME_START         | ---
1542136256.09108 | ELM_VOLTAGE          | N/V
1542136256.31806 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136256.53502 | COOLANT_TEMP         | 70 degC
1542136256.75659 | INTAKE_PRESSURE      | 63 kilopascal
1542136256.97957 | RPM                  | 1594.0 revolutions_per_minute
1542136257.20283 | SPEED                | 21 kph
1542136257.41329 | INTAKE_TEMP          | 34 degC
1542136257.41459 | #FRAME_END           | ---
1542136257.91570 | #FRAME_START         | ---
1542136257.94101 | ELM_VOLTAGE          | N/V
1542136258.15798 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136258.37404 | COOLANT_TEMP         | 70 degC
1542136258.59811 | INTAKE_PRESSURE      | 38 kilopascal
1542136258.81999 | RPM                  | 1643.0 revolutions_per_minute
1542136259.02802 | SPEED                | 21 kph
1542136259.25335 | INTAKE_TEMP          | 34 degC
1542136259.25475 | #FRAME_END           | ---
1542136259.75600 | #FRAME_START         | ---
1542136259.78097 | ELM_VOLTAGE          | N/V
1542136259.99766 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136260.21326 | COOLANT_TEMP         | 70 degC
1542136260.43627 | INTAKE_PRESSURE      | 38 kilopascal
1542136260.65988 | RPM                  | 1621.0 revolutions_per_minute
1542136260.88358 | SPEED                | 21 kph
1542136261.10921 | INTAKE_TEMP          | 34 degC
1542136261.11075 | #FRAME_END           | ---
1542136261.61668 | #FRAME_START         | ---
1542136261.65098 | ELM_VOLTAGE          | N/V
1542136261.86934 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136262.08671 | COOLANT_TEMP         | 70 degC
1542136262.30872 | INTAKE_PRESSURE      | 41 kilopascal
1542136262.53136 | RPM                  | 1649.0 revolutions_per_minute
1542136262.75537 | SPEED                | 21 kph
1542136262.96498 | INTAKE_TEMP          | 34 degC
1542136262.96635 | #FRAME_END           | ---
1542136263.46754 | #FRAME_START         | ---
1542136263.50096 | ELM_VOLTAGE          | N/V
1542136263.72504 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136263.94066 | COOLANT_TEMP         | 70 degC
1542136264.14769 | INTAKE_PRESSURE      | 27 kilopascal
1542136264.37106 | RPM                  | 1641.0 revolutions_per_minute
1542136264.59489 | SPEED                | 20 kph
1542136264.82058 | INTAKE_TEMP          | 34 degC
1542136264.82193 | #FRAME_END           | ---
1542136265.32310 | #FRAME_START         | ---
1542136265.35097 | ELM_VOLTAGE          | N/V
1542136265.56475 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136265.77980 | COOLANT_TEMP         | 70 degC
1542136266.00283 | INTAKE_PRESSURE      | 32 kilopascal
1542136266.22631 | RPM                  | 1317.0 revolutions_per_minute
1542136266.45023 | SPEED                | 16 kph
1542136266.65946 | INTAKE_TEMP          | 34 degC
1542136266.66091 | #FRAME_END           | ---
1542136267.16502 | #FRAME_START         | ---
1542136267.20096 | ELM_VOLTAGE          | N/V
1542136267.42042 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136267.63636 | COOLANT_TEMP         | 70 degC
1542136267.84296 | INTAKE_PRESSURE      | 49 kilopascal
1542136268.06604 | RPM                  | 1358.0 revolutions_per_minute
1542136268.28974 | SPEED                | 17 kph
1542136268.49919 | INTAKE_TEMP          | 34 degC
